output	ASV	DFP.024	DFP.025	DFP.026	DFP.027	DFP.028	DFP.029	DFP.030	DFP.031	DFP.032	DFP.000	DFP.001	DFP.002	DFP.003	DFP.004	DFP.005	DFP.006	DFP.007	DFP.008	DFP.009	DFP.010	DFP.011	DFP.012	DFP.013	DFP.014	DFP.015	DFP.016	DFP.017	DFP.018	DFP.019	DFP.020	DFP.021	DFP.022	DFP.023
69	Root (53.1%); unclassified_Root (53.1%)	ASV1065	42	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
70	Root (80.9%); Eukaryota (80.9%); Amorphea (80.9%); Obazoa (80.9%); Opisthokonta (80.9%); Nucletmycea (80.9%); Fungi (80.9%); Blastocladiomycota (79.1%); Incertae Sedis (79.1%); Blastocladiomycetes (79.1%); Blastocladiales (79.1%); unclassified_Blastocladiales (79.1%)	ASV1066	8	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0
71	Root (86.5%); Eukaryota (86.5%); Archaeplastida (85.8%); Chloroplastida (85.8%); Chlorophyta (82.2%); unclassified_Chlorophyta (82.2%)	ASV1067	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
72	Root (84.9%); Eukaryota (84.9%); Amorphea (84.9%); Obazoa (84.9%); Opisthokonta (84.9%); Nucletmycea (84.9%); Fungi (84.9%); Dikarya (84%); Ascomycota (84%); Pezizomycotina (80.7%); unclassified_Pezizomycotina (80.7%)	ASV1068	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6
73	Root (100%); Eukaryota (100%); Amorphea (100%); Obazoa (100%); Opisthokonta (100%); Nucletmycea (100%); Fungi (100%); Dikarya (100%); Ascomycota (100%); Pezizomycotina (100%); Sordariomycetes (99.1%); Hypocreales (98.4%); Incertae Sedis_12 (95.9%); Acremonium (93.1%)	ASV1069	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	9	0	0	0	0	0	7	0	5	4	7	0	0	0	0	0
74	Root (94.2%); Eukaryota (94.2%); Archaeplastida (94.2%); Chloroplastida (94.2%); Chlorophyta (93.2%); Trebouxiophyceae (89.7%)	ASV107	28	0	0	41	29	0	13	0	0	0	777	335	159	899	71	131	351	639	127	1768	339	0	113	196	45	183	247	164	0	88	0	205	563
75	Root (90.7%); Eukaryota (90.7%); Archaeplastida (90.7%); Chloroplastida (90.7%); Chlorophyta (90.1%); Trebouxiophyceae (89.2%)	ASV1070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0
76	Root (98.2%); Eukaryota (98.2%); Archaeplastida (98.2%); Chloroplastida (98.2%); Chlorophyta (88.4%); Trebouxiophyceae (81.1%)	ASV1072	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
77	Root (73.3%); Eukaryota (73.3%); Archaeplastida (70.6%); Chloroplastida (70.6%); unclassified_Chloroplastida (70.6%)	ASV1073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
78	Root (81.4%); Eukaryota (81.4%); Amorphea (81.4%); Amoebozoa (81.4%); Discosea (81.4%); Longamoebia (81.4%); Centramoebida (81.4%); Acanthamoeba (81.4%)	ASV1074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0
79	Root (66.7%); Eukaryota (66.7%); Amorphea (66.7%); Obazoa (66.7%); Opisthokonta (66.7%); Holozoa (66.7%); Choanozoa (66.7%); Metazoa (66.7%); Animalia (66.7%); BCP clade (66.7%); Bilateria (66.7%); Protostomia (66.7%); Ecdysozoa (66.7%); Nematozoa (66.7%); Nematoda (66.7%); Chromadorea (66.7%); Rhabditida (66.7%)	ASV1075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0
80	Root (93.5%); Eukaryota (93.5%); Amorphea (93.5%); Obazoa (93.5%); Opisthokonta (93.5%); Nucletmycea (93.5%); Fungi (93.5%); Dikarya (93.5%); Ascomycota (93.5%); Pezizomycotina (93.5%); Leotiomycetes (72.2%); Helotiales (66.5%); unclassified_Helotiales (66.5%)	ASV1076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81	Root (63.6%); Eukaryota (63.6%); unclassified_Eukaryota (63.6%)	ASV1078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0
82	Root (97.2%); Eukaryota (97.2%); Amorphea (97.2%); Obazoa (97.2%); Opisthokonta (97.2%); Nucletmycea (97.2%); Fungi (97.2%); Dikarya (97.2%); Ascomycota (96.2%); Pezizomycotina (95.3%); Dothideomycetes (72.6%); Capnodiales (62.8%); unclassified_Capnodiales (62.8%)	ASV1079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	28	0	0	0	0	0
83	Root (90.7%); Eukaryota (90.7%); Amorphea (90.7%); Obazoa (90.7%); Opisthokonta (90.7%); Nucletmycea (89.9%); Fungi (89.9%); Chytridiomycota (81.6%); Incertae Sedis_2 (81.6%); Chytridiomycetes (81.6%); unclassified_Chytridiomycetes (81.6%)	ASV108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4040	671	15	726	84	0	1820	0	0	0	0	0	0	0
84	Root (80.1%); Eukaryota (80.1%); Amorphea (79.4%); Obazoa (78.8%); Opisthokonta (78.8%); Nucletmycea (78.8%); Fungi (78.8%); Blastocladiomycota (77.5%); Incertae Sedis (77.5%); Blastocladiomycetes (77.5%); Blastocladiales (77.5%); unclassified_Blastocladiales (77.5%)	ASV1080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0
85	Root (58.6%); unclassified_Root (58.6%)	ASV1082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0
86	Root (95.7%); Eukaryota (95.7%); SAR (95.7%); Stramenopiles (95.7%); Ochrophyta (95.7%); Xanthophyceae (95.7%); Mischococcales (95.7%); Botrydiopsis (67.8%)	ASV1083	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
87	Root (98.7%); Eukaryota (98.7%); Amorphea (98.7%); Obazoa (98.7%); Opisthokonta (98.7%); Nucletmycea (98.7%); Fungi (98.7%); Dikarya (98.7%); Basidiomycota (98.7%); Agaricomycotina (98.7%); Agaricomycetes (98.7%); Agaricales (76.9%); unclassified_Agaricales (76.9%)	ASV1084	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
88	Root (57.9%); unclassified_Root (57.9%)	ASV1085	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
89	Root (88%); Eukaryota (88%); Amorphea (87.3%); Obazoa (87.3%); Opisthokonta (87.3%); Nucletmycea (86.5%); Fungi (86.5%); Dikarya (86.5%); Ascomycota (86.5%); Pezizomycotina (86.5%); Sordariomycetes (85.8%); unclassified_Sordariomycetes (85.8%)	ASV1086	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
90	Root (100%); Eukaryota (100%); Amorphea (100%); Obazoa (100%); Opisthokonta (100%); Nucletmycea (100%); Fungi (100%); Dikarya (100%); Ascomycota (100%); Pezizomycotina (100%); Sordariomycetes (86.6%); Hypocreales (83.8%); Incertae Sedis_12 (71.7%); Sarocladium (67.9%)	ASV1087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0
91	Root (94.8%); Eukaryota (94.8%); SAR (93.3%); Alveolata (93.3%); Ciliophora (93.3%); Intramacronucleata (93.3%); Conthreep (93.3%); Colpodea (93.3%); Colpodida (93.3%); Colpoda (86%)	ASV1088	0	0	0	0	0	0	26	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
92	Root (90.6%); Eukaryota (90.6%); Archaeplastida (72.7%); Chloroplastida (72.7%); Charophyta (72.7%); Phragmoplastophyta (72.7%); Streptophyta (72.7%); Embryophyta (72.7%); Tracheophyta (72.7%); Spermatophyta (72.7%); Magnoliophyta (71.7%)	ASV1089	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
93	Root (94.7%); Eukaryota (94.7%); SAR (94.7%); Stramenopiles (94.7%); Ochrophyta (94.7%); Chrysophyceae (94.7%); Chromulinales (81.7%); Spumella (80.9%)	ASV109	10	0	0	48	0	0	476	995	0	0	0	0	0	2069	0	0	0	0	0	3757	0	0	0	0	0	0	0	0	0	0	0	0	0
94	Root (100%); Eukaryota (100%); Amorphea (100%); Obazoa (100%); Opisthokonta (100%); Nucletmycea (100%); Fungi (100%); Dikarya (100%); Ascomycota (99.2%); Pezizomycotina (99.2%); Eurotiomycetes (88.6%); Chaetothyriales (87.7%); Herpotrichiellaceae (74%); unclassified_Herpotrichiellaceae (74%)	ASV1090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	26
95	Root (100%); Eukaryota (100%); Amorphea (100%); Amoebozoa (100%); Gracilipodida (100%); Flamella (100%)	ASV1091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0
96	Root (89.7%); Eukaryota (89.7%); Archaeplastida (89%); Chloroplastida (89%); Chlorophyta (78.9%); unclassified_Chlorophyta (78.9%)	ASV1092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0
97	Root (96.7%); Eukaryota (96.7%); Amorphea (96.7%); Obazoa (96.7%); Opisthokonta (96.7%); Nucletmycea (96.7%); Fungi (96.7%); Dikarya (96.7%); Ascomycota (96.7%); Pezizomycotina (96.7%); Sordariomycetes (75.8%); Hypocreales (74.2%); unclassified_Hypocreales (74.2%)	ASV1093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41
98	Root (98.1%); Eukaryota (98.1%); Amorphea (98.1%); Obazoa (98.1%); Opisthokonta (98.1%); Holozoa (98.1%); Choanozoa (98.1%); Metazoa (98.1%); Animalia (98.1%); BCP clade (98.1%); Bilateria (98.1%); Protostomia (98.1%); Ecdysozoa (98.1%); Arthropoda (98.1%); Hexapoda (97.3%); Insecta (97.3%); Pterygota (97.3%); Neoptera (97.3%); Coleoptera (86.3%)	ASV1094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41
99	Root (95.5%); Eukaryota (95.5%); Amorphea (95.5%); Obazoa (95.5%); Opisthokonta (95.5%); Nucletmycea (95.5%); Fungi (95.5%); Dikarya (95.5%); Ascomycota (95.5%); Pezizomycotina (95.5%); Dothideomycetes (79.3%); Venturiales (73%); Venturiaceae (70.3%); Venturia (70.3%)	ASV1095	5	0	0	7	6	13	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100	Root (83.7%); Eukaryota (83.7%); Archaeplastida (82.6%); Chloroplastida (82.6%); Chlorophyta (62.2%); unclassified_Chlorophyta (62.2%)	ASV1096	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101	Root (78.1%); Eukaryota (78.1%); Archaeplastida (76.8%); Chloroplastida (76.8%); Chlorophyta (64.1%); unclassified_Chlorophyta (64.1%)	ASV1098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0
102	Root (78.3%); Eukaryota (78.3%); SAR (78.3%); Alveolata (78.3%); Apicomplexa (78.3%); Conoidasida (78.3%); Gregarinasina (78.3%); Eugregarinorida (78.3%); Paraschneideria (68.7%)	ASV1099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0
103	Root (98%); Eukaryota (98%); Amorphea (98%); Obazoa (98%); Opisthokonta (98%); Nucletmycea (98%); Fungi (98%); Dikarya (98%); Ascomycota (98%); Pezizomycotina (98%); Dothideomycetes (65.5%); unclassified_Dothideomycetes (65.5%)	ASV11	0	0	0	0	0	0	0	0	0	0	0	25	0	23	0	0	36	21	0	50949	11041	3546	1039	2995	880	4538	5905	14094	50	0	0	272	684
104	Root (100%); Eukaryota (100%); Amorphea (100%); Obazoa (100%); Opisthokonta (100%); Holozoa (100%); Choanozoa (100%); Metazoa (100%); Animalia (100%); BCP clade (100%); Bilateria (100%); Protostomia (100%); Lophotrochozoa (100%); Rotifera (100%); Bdelloidea (100%); unclassified_Bdelloidea (100%)	ASV110	0	0	0	85	0	0	0	0	0	0	0	0	0	50	44	0	2216	618	186	334	23	0	341	155	96	723	22	0	2186	183	0	0	0
105	Root (93.1%); Eukaryota (93.1%); Archaeplastida (93.1%); Chloroplastida (93.1%); Charophyta (93.1%); Phragmoplastophyta (93.1%); Streptophyta (93.1%); Embryophyta (93.1%); Tracheophyta (92.4%); Spermatophyta (92.4%); Magnoliophyta (91%)	ASV1100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0
106	Root (90.4%); Eukaryota (90.4%); Amorphea (90.4%); Obazoa (90.4%); Opisthokonta (90.4%); Nucletmycea (90.4%); Fungi (90.4%); Dikarya (90.4%); Ascomycota (90.4%); Pezizomycotina (90.4%); Sordariomycetes (90.4%); Xylariales (86.4%); Xylariaceae (72.4%); unclassified_Xylariaceae (72.4%)	ASV1101	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107	Root (58.2%); unclassified_Root (58.2%)	ASV1102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	11	0	0	0	3	0	0	0	4	0	0	0	0	9
108	Root (79.7%); Eukaryota (79.7%); Archaeplastida (71.4%); Chloroplastida (71.4%); Charophyta (70.9%); Phragmoplastophyta (70.9%); Streptophyta (70.9%); Embryophyta (70.9%); Tracheophyta (70.3%); Spermatophyta (69.6%); Magnoliophyta (68.4%)	ASV1103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109	Root (55.2%); unclassified_Root (55.2%)	ASV1104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0
110	Root (59.3%); unclassified_Root (59.3%)	ASV1106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0
111	Root (78.7%); Eukaryota (78.7%); Amorphea (78.7%); Obazoa (78.7%); Opisthokonta (78.7%); Holozoa (78.7%); Choanozoa (78.7%); Metazoa (78.7%); Animalia (78.7%); BCP clade (78.7%); Bilateria (78.7%); Protostomia (78.7%); Lophotrochozoa (78.7%); Rotifera (78.7%); Bdelloidea (78.7%); unclassified_Bdelloidea (78.7%)	ASV1107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0
112	Root (87.8%); Eukaryota (87.8%); Amorphea (87.1%); Obazoa (86.3%); Opisthokonta (86.3%); Nucletmycea (85.5%); Fungi (85.5%); Dikarya (85.5%); Ascomycota (84.2%); Pezizomycotina (83.3%); Dothideomycetes (76.9%); Pleosporales (75.9%); unclassified_Pleosporales (75.9%)	ASV1108	17	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0
113	Root (31.3%); unclassified_Root (31.3%)	ASV1109	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
114	Root (88.9%); Eukaryota (88.9%); SAR (88.9%); Rhizaria (88.9%); Cercozoa (88.9%); Glissomonadida (77.4%); unclassified_Glissomonadida (77.4%)	ASV111	183	44	8	17	0	0	119	126	27	6	0	0	0	153	139	50	435	4645	8	0	0	0	0	0	11	0	0	0	142	57	1011	0	0
115	Root (86.5%); Eukaryota (86.5%); Amorphea (85.6%); Obazoa (85.6%); Opisthokonta (85.6%); Nucletmycea (84.1%); Fungi (84.1%); Chytridiomycota (64.2%); Incertae Sedis_2 (64.2%); Monoblepharidomycetes (63.4%); Monoblepharidales (63.4%); Hyaloraphidium (63.4%)	ASV1110	0	0	0	0	0	0	8	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116	Root (82.1%); Eukaryota (82.1%); SAR (81.6%); Rhizaria (81.6%); Cercozoa (81.6%); Thecofilosea (80%); Cryomonadida (80%); Rhizaspididae (74.4%); Rhogostoma (74.4%)	ASV1111	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
117	Root (77.9%); Eukaryota (77.9%); Archaeplastida (75.9%); Chloroplastida (75.9%); unclassified_Chloroplastida (75.9%)	ASV1112	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
118	Root (93.7%); Eukaryota (93.7%); Amorphea (93.7%); Obazoa (93.7%); Opisthokonta (93.7%); Nucletmycea (93.7%); Fungi (93.7%); Dikarya (92.2%); Ascomycota (92.2%); Pezizomycotina (90.3%); Dothideomycetes (75.3%); Pleosporales (74.5%); unclassified_Pleosporales (74.5%)	ASV1113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	11	0	0	0	0	0	0	15	0	0	0	0	0
119	Root (68.5%); Eukaryota (68.5%); Amorphea (68.5%); Amoebozoa (68.1%); SAR (68.1%); Stramenopiles (68.1%); Labyrinthulomycetes (68.1%); Sorodiplophrys (68.1%)	ASV1114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0
120	Root (90.5%); Eukaryota (90.5%); Amorphea (90.5%); Obazoa (90.5%); Opisthokonta (90.5%); Holozoa (90.5%); Choanozoa (90.5%); Metazoa (90.5%); Animalia (90.5%); BCP clade (90.5%); Bilateria (90.5%); Protostomia (90.5%); Ecdysozoa (90.5%); Arthropoda (89.7%); Hexapoda (74%); Insecta (74%); Pterygota (74%); Neoptera (74%); Hymenoptera (65.6%)	ASV1116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0
121	Root (93.5%); Eukaryota (93.5%); Amorphea (93.5%); Obazoa (93.5%); Opisthokonta (93.5%); Nucletmycea (93.5%); Fungi (93.5%); Dikarya (93.5%); Basidiomycota (92.8%); Agaricomycotina (91.2%); Tremellomycetes (88.2%); Tremellales (80.7%); unclassified_Tremellales (80.7%)	ASV1117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38
122	Root (98.9%); Eukaryota (98.9%); Amorphea (98.9%); Obazoa (98.9%); Opisthokonta (98.9%); Nucletmycea (98.9%); Fungi (98.9%); Dikarya (98.9%); Basidiomycota (98.9%); Agaricomycotina (98.9%); Wallemiomycetes (97.5%); Wallemiales (97.5%); Incertae Sedis_25 (97.5%); Wallemia (97.5%)	ASV1118	7	0	0	0	0	0	0	4	0	0	0	0	6	11	0	0	0	6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
123	Root (44.3%); unclassified_Root (44.3%)	ASV1119	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124	Root (86%); Eukaryota (86%); Archaeplastida (86%); Chloroplastida (86%); Chlorophyta (70.7%); unclassified_Chlorophyta (70.7%)	ASV112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	6935	0	0	0	0	0	0	12	0	0	0
125	Root (94.9%); Eukaryota (94.9%); Amorphea (94.9%); Obazoa (94.9%); Opisthokonta (94.9%); Nucletmycea (94.9%); Fungi (94.9%); Dikarya (94.9%); Ascomycota (94.9%); Pezizomycotina (94.9%); Leotiomycetes (76.7%); unclassified_Leotiomycetes (76.7%)	ASV1120	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0
126	Root (85.8%); Eukaryota (85.8%); Archaeplastida (85.8%); Chloroplastida (85.8%); Charophyta (85.8%); Phragmoplastophyta (85.8%); Streptophyta (85.1%); Embryophyta (85.1%); Tracheophyta (85.1%); Spermatophyta (85.1%); Magnoliophyta (85.1%)	ASV1121	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127	Root (96%); Eukaryota (96%); SAR (96%); Stramenopiles (96%); Peronosporomycetes (96%); unclassified_Peronosporomycetes (96%)	ASV1122	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0
128	Root (91.8%); Eukaryota (91.8%); Archaeplastida (75.5%); Chloroplastida (75.5%); Charophyta (75.5%); Phragmoplastophyta (75.5%); Streptophyta (75.5%); Embryophyta (75.5%); Tracheophyta (75.5%); Spermatophyta (75.5%); Magnoliophyta (73.1%)	ASV1123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
129	Root (100%); Eukaryota (100%); Amorphea (100%); Obazoa (100%); Opisthokonta (100%); Nucletmycea (100%); Fungi (100%); Dikarya (100%); Basidiomycota (100%); Ustilaginomycotina (97.5%); Malasseziomycetes (93.7%); Malasseziales (93.7%); Malasseziaceae (93.7%); Malassezia (93.7%)	ASV1124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130	Root (84.3%); Eukaryota (84.3%); SAR (84.3%); Rhizaria (84.3%); Cercozoa (84.3%); unclassified_Cercozoa (84.3%)	ASV1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0
131	Root (98.4%); Eukaryota (98.4%); Amorphea (98.4%); Obazoa (98.4%); Opisthokonta (98.4%); Nucletmycea (98.4%); Fungi (98.4%); Dikarya (98.4%); Basidiomycota (98.4%); Agaricomycotina (98.4%); Tremellomycetes (94.3%); Tremellales (79.2%); unclassified_Tremellales (79.2%)	ASV1126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37
132	Root (96.8%); Eukaryota (96.8%); SAR (96.8%); Stramenopiles (96.8%); Ochrophyta (96.8%); Xanthophyceae (96.8%); Tribonematales (93.3%); Xanthonema (76.1%)	ASV1127	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	7	0	0	0	0	0	0	0	0	0	0	0	0
133	Root (44.3%); unclassified_Root (44.3%)	ASV1128	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134	Root (42%); unclassified_Root (42%)	ASV1129	0	0	0	0	0	0	0	0	0	0	0	0	4	4	5	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135	Root (99.6%); Eukaryota (99.6%); Amorphea (99.6%); Obazoa (99.6%); Opisthokonta (99.6%); Nucletmycea (99.6%); Fungi (99.6%); Chytridiomycota (98.8%); Incertae Sedis_2 (98.8%); Chytridiomycetes (98.8%); Spizellomycetales (90.4%); Spizellomycetaceae (75.6%); unclassified_Spizellomycetaceae (75.6%)	ASV113	0	0	0	0	0	0	0	0	0	0	0	0	329	0	0	0	0	0	0	0	431	0	0	121	191	5888	0	0	0	0	0	0	0
136	Root (59.4%); unclassified_Root (59.4%)	ASV1130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
137	Root (54.9%); unclassified_Root (54.9%)	ASV1131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0
138	Root (100%); Eukaryota (100%); Amorphea (100%); Obazoa (100%); Opisthokonta (100%); Nucletmycea (100%); Fungi (100%); Dikarya (100%); Ascomycota (100%); Pezizomycotina (100%); Sordariomycetes (100%); Myrmecridiales (97.4%); Myrmecridiaceae (97.4%); Myrmecridium (97.4%)	ASV1132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	15	0	0	0	0	0	0	6	0	0	0	0	0
139	Root (73.5%); Eukaryota (73.5%); Amorphea (73.5%); Obazoa (73.5%); Opisthokonta (73.5%); Nucletmycea (72.8%); Fungi (72.8%); Dikarya (72.4%); Ascomycota (72.4%); Pezizomycotina (71.9%); Sordariomycetes (70.7%); unclassified_Sordariomycetes (70.7%)	ASV1133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	6	0	0	0	0	0	0	0	6	13
140	Root (84.9%); Eukaryota (84.9%); SAR (84.4%); Rhizaria (84.4%); Cercozoa (84.4%); Thecofilosea (82.9%); Cryomonadida (77.4%); Rhizaspididae (74.2%); Rhogostoma (74.2%)	ASV1134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0
141	Root (100%); Eukaryota (100%); Amorphea (100%); Obazoa (100%); Opisthokonta (100%); Nucletmycea (100%); Fungi (100%); Dikarya (100%); Basidiomycota (100%); Agaricomycotina (99%); Agaricomycetes (97.9%); unclassified_Agaricomycetes (97.9%)	ASV1135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0
142	Root (88%); Eukaryota (88%); Amorphea (88%); Obazoa (88%); Opisthokonta (88%); Nucletmycea (88%); Fungi (88%); Dikarya (88%); Ascomycota (88%); Pezizomycotina (87.3%); Dothideomycetes (83.9%); Pleosporales (81.2%); unclassified_Pleosporales (81.2%)	ASV1136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0
143	Root (82%); Eukaryota (82%); SAR (82%); Stramenopiles (82%); Peronosporomycetes (82%); unclassified_Peronosporomycetes (82%)	ASV1137	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
