output	ASV	DFP.024	DFP.025	DFP.026	DFP.027	DFP.028	DFP.029	DFP.030	DFP.031	DFP.032	DFP.000	DFP.001	DFP.002	DFP.003	DFP.004	DFP.005	DFP.006	DFP.007	DFP.008	DFP.009	DFP.010	DFP.011	DFP.012	DFP.013	DFP.014	DFP.015	DFP.016	DFP.017	DFP.018	DFP.019	DFP.020	DFP.021	DFP.022	DFP.023
887	Root (100%); Eukaryota (100%); SAR (100%); Stramenopiles (100%); Peronosporomycetes (100%); Pythium (80.9%)	ASV371	0	0	0	0	0	0	94	18	0	0	0	0	0	0	0	0	0	0	0	0	50	0	712	0	0	0	0	0	0	0	0	0	0
888	Root (69%); Eukaryota (69%); Amorphea (69%); Obazoa (69%); Opisthokonta (69%); Nucletmycea (69%); Fungi (69%); Dikarya (69%); Ascomycota (68.3%); Pezizomycotina (68.3%); Sordariomycetes (68.3%); unclassified_Sordariomycetes (68.3%)	ASV372	0	0	0	0	0	0	0	0	0	0	13	9	39	8	312	20	109	350	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
889	Root (76.9%); Eukaryota (76.9%); Amorphea (76.9%); Obazoa (76.9%); Opisthokonta (76.9%); Nucletmycea (76.3%); Fungi (76.3%); Dikarya (76.3%); Ascomycota (72%); Pezizomycotina (69.6%); unclassified_Pezizomycotina (69.6%)	ASV373	0	0	0	0	0	0	0	0	0	0	113	9	31	219	280	0	103	75	14	0	0	0	0	0	0	0	6	0	0	0	0	0	11
890	Root (82.5%); Eukaryota (82.5%); Amorphea (82.5%); Amoebozoa (82.5%); Centrohelida (82.5%); unclassified_Centrohelida (82.5%)	ASV374	0	0	0	0	0	0	0	0	0	0	0	8	0	0	440	0	17	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
891	Root (99.1%); Eukaryota (99.1%); Amorphea (99.1%); Obazoa (99.1%); Opisthokonta (99.1%); Nucletmycea (99.1%); Fungi (99.1%); Dikarya (99.1%); Basidiomycota (99.1%); Agaricomycotina (99.1%); Tremellomycetes (98.2%); Tremellales (87.7%); unclassified_Tremellales (87.7%)	ASV375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	461	0	0	0	52	74	0	0	0	0	111	0	0	0	0	0	0	0
892	Root (96.2%); Eukaryota (96.2%); SAR (96.2%); Rhizaria (96.2%); Cercozoa (96.2%); Thecofilosea (94.6%); Cryomonadida (94.6%); Rhizaspididae (94.6%); Rhogostoma (94.6%)	ASV376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	848	0	0	0	0	0	0	0	0	0	0	0	0	0
893	Root (85.4%); Eukaryota (85.4%); Archaeplastida (83.5%); Chloroplastida (83.5%); Chlorophyta (69.4%); unclassified_Chlorophyta (69.4%)	ASV377	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	183	0	0	0	0	22	389	0	0	0	0	0	0
894	Root (83.7%); Eukaryota (83.7%); Archaeplastida (83.2%); Chloroplastida (83.2%); Chlorophyta (62.9%); unclassified_Chlorophyta (62.9%)	ASV379	0	0	10	0	0	0	15	0	50	0	0	0	0	0	0	0	0	0	0	374	0	0	0	0	0	372	0	0	0	0	0	0	0
895	Root (100%); Eukaryota (100%); Archaeplastida (100%); Chloroplastida (100%); Chlorophyta (93.5%); Trebouxiophyceae (91.6%)	ASV38	171	225	33	202	83	198	105	532	135	8	0	0	0	556	0	0	620	121	0	10429	8093	0	0	273	25	2985	146	13	2072	3089	0	0	0
896	Root (100%); Eukaryota (100%); Amorphea (100%); Obazoa (100%); Opisthokonta (100%); Nucletmycea (100%); Fungi (100%); Dikarya (100%); Basidiomycota (100%); Agaricomycotina (100%); Tremellomycetes (97.3%); Tremellales (88.1%); Bulleribasidiaceae (67.9%); Vishniacozyma (61.5%)	ASV380	36	0	0	0	0	37	0	0	0	0	20	41	59	0	51	123	17	0	66	32	22	0	0	14	0	36	62	58	23	57	43	19	0
897	Root (99.5%); Eukaryota (99.5%); Amorphea (99.5%); Obazoa (99.5%); Opisthokonta (99.5%); Nucletmycea (99.5%); Fungi (99.5%); Dikarya (99.5%); Ascomycota (99.5%); Pezizomycotina (99.5%); Sordariomycetes (98.8%); Xylariales (96.9%); Diatrypaceae (60.8%); unclassified_Diatrypaceae (60.8%)	ASV382	0	0	0	0	10	17	0	0	0	0	23	93	67	41	31	69	0	42	323	19	0	19	0	0	0	0	0	40	0	0	12	0	0
898	Root (86.2%); Eukaryota (86.2%); SAR (85.6%); Alveolata (85.6%); Ciliophora (85.6%); Intramacronucleata (85.6%); Conthreep (81.1%); Colpodea (72.5%); Platyophryida (72.5%); unclassified_Platyophryida (72.5%)	ASV383	0	0	0	0	0	0	0	6	14	0	0	0	2	0	0	0	0	0	0	33	107	137	0	18	0	33	28	252	60	0	0	0	115
899	Root (81.2%); Eukaryota (81.2%); Archaeplastida (81.2%); Chloroplastida (81.2%); Chlorophyta (69.9%); unclassified_Chlorophyta (69.9%)	ASV384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	281	0	0	0	0	332	0	0	0	0	0	0	0
900	Root (55.7%); unclassified_Root (55.7%)	ASV386	0	0	0	332	18	4	0	5	0	0	3	0	0	0	6	0	0	11	0	173	0	0	0	0	24	0	0	13	161	20	0	9	7
901	Root (32.9%); unclassified_Root (32.9%)	ASV388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	615	0	0	0	0	0	0	0
902	Root (99.1%); Eukaryota (99.1%); Amorphea (98.3%); Obazoa (98.3%); Opisthokonta (98.3%); Nucletmycea (98.3%); Fungi (98.3%); Chytridiomycota (96.7%); Incertae Sedis_2 (96.7%); Chytridiomycetes (96.7%); Spizellomycetales (96.7%); Olpidiaceae (96.7%); Olpidium (96.7%)	ASV389	58	0	10	0	0	0	19	105	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	528	0	0	0	6	0	0	0
903	Root (88.6%); Eukaryota (88.6%); SAR (88.6%); Rhizaria (88.6%); Cercozoa (88.6%); Thecofilosea (87.7%); Cryomonadida (85%); Rhizaspididae (81.3%); Rhogostoma (81.3%)	ASV39	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	437	0	1111	0	7	657	0	0	26016	0	0	0	0	0	0	0
904	Root (100%); Eukaryota (100%); Amorphea (100%); Obazoa (100%); Opisthokonta (100%); Nucletmycea (100%); Fungi (100%); Dikarya (100%); Ascomycota (100%); Pezizomycotina (100%); Sordariomycetes (71.3%); Hypocreales (71.3%); unclassified_Hypocreales (71.3%)	ASV390	0	0	0	11	21	72	0	6	0	0	0	166	23	23	0	0	0	44	0	51	103	0	0	32	0	0	0	29	120	49	0	0	0
905	Root (44.4%); unclassified_Root (44.4%)	ASV391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	743	0	0	0	0
906	Root (81%); Eukaryota (81%); Archaeplastida (77.7%); Chloroplastida (77.7%); Charophyta (77.7%); Phragmoplastophyta (77.7%); Streptophyta (77.7%); Embryophyta (77.7%); Tracheophyta (77.7%); Spermatophyta (75.9%); Magnoliophyta (74.9%)	ASV392	0	0	0	0	0	0	0	0	0	0	0	0	11	8	0	559	0	20	21	0	0	0	0	0	0	0	0	0	33	0	0	47	41
907	Root (92.8%); Eukaryota (92.8%); Archaeplastida (92.8%); Chloroplastida (92.8%); Chlorophyta (87.4%); Trebouxiophyceae (79.5%)	ASV393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	738	0	0	0	0	0	0	0	0	0	0	0	0	0
908	Root (58.3%); unclassified_Root (58.3%)	ASV394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	728	0
909	Root (97.4%); Eukaryota (97.4%); Amorphea (97.4%); Obazoa (97.4%); Opisthokonta (97.4%); Holozoa (97.4%); Choanozoa (97.4%); Metazoa (97.4%); Animalia (97.4%); BCP clade (97.4%); Bilateria (97.4%); Protostomia (97.4%); Ecdysozoa (97.4%); Arthropoda (97.4%); Chelicerata (90.1%); Arachnida (90.1%); Opiliones (90.1%)	ASV395	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
910	Root (34.7%); unclassified_Root (34.7%)	ASV396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	13	0	47	9	0	0	0	0	78	0	0	485	12	0	40	37
911	Root (97%); Eukaryota (97%); Archaeplastida (97%); Chloroplastida (97%); Chlorophyta (84.9%); Trebouxiophyceae (79.1%)	ASV397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	532	0	0	0	0	0	0	0	0	0	0	0	0	0
912	Root (98.2%); Eukaryota (98.2%); Amorphea (98.2%); Amoebozoa (98.2%); Fractovitelliida (98.2%); Soliformovum (98.2%)	ASV398	0	0	0	392	168	0	0	0	10	0	0	0	0	0	0	0	52	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0
913	Root (85.8%); Eukaryota (85.8%); Amorphea (85.8%); Obazoa (85.8%); Opisthokonta (85.8%); Holozoa (85.8%); Choanozoa (85.8%); Metazoa (85.8%); Animalia (85.8%); BCP clade (85.8%); Bilateria (85.8%); Protostomia (85.8%); Ecdysozoa (85.8%); Nematozoa (85.8%); Nematoda (85.8%); Chromadorea (85.8%); Rhabditida (85.8%)	ASV399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	713	0	0	0	0
914	Root (97.4%); Eukaryota (97.4%); Amorphea (97.4%); Obazoa (97.4%); Opisthokonta (97.4%); Nucletmycea (97.4%); Fungi (97.4%); Dikarya (97.4%); Basidiomycota (97.4%); Agaricomycotina (97.4%); Tremellomycetes (91.9%); Tremellales (84.2%); unclassified_Tremellales (84.2%)	ASV4	799	175	184	5172	11711	182702	1385	2499	10396	0	0	0	0	16	41	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
915	Root (85.6%); Eukaryota (85.6%); Archaeplastida (77.6%); Chloroplastida (77.6%); Charophyta (77.6%); Phragmoplastophyta (77.6%); Streptophyta (77.6%); Embryophyta (77.6%); Tracheophyta (76%); Spermatophyta (75.4%); Magnoliophyta (74.2%)	ASV40	16	0	0	0	0	116	0	20	0	0	5227	216	8935	664	424	3606	312	744	5444	65	0	0	0	0	0	0	0	0	0	0	49	72	278
916	Root (100%); Eukaryota (100%); Amorphea (100%); Obazoa (100%); Opisthokonta (100%); Nucletmycea (100%); Fungi (100%); Dikarya (100%); Ascomycota (100%); Pezizomycotina (100%); Dothideomycetes (89.3%); Dothideales (75.1%); unclassified_Dothideales (75.1%)	ASV400	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	98	397	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0
917	Root (100%); Eukaryota (100%); Amorphea (100%); Obazoa (100%); Opisthokonta (100%); Holozoa (100%); Choanozoa (100%); Metazoa (100%); Animalia (100%); BCP clade (100%); Bilateria (100%); Protostomia (100%); Ecdysozoa (100%); Arthropoda (100%); Hexapoda (100%); Insecta (100%); Pterygota (100%); Neoptera (100%); Coleoptera (99.1%)	ASV401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	705	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
918	Root (97.5%); Eukaryota (97.5%); Amorphea (97.5%); Obazoa (97.5%); Opisthokonta (97.5%); Nucletmycea (97.5%); Fungi (97.5%); Dikarya (96.8%); Ascomycota (96.8%); Pezizomycotina (96.8%); Dothideomycetes (96.8%); Pleosporales (96.2%); Torula (93.6%)	ASV402	0	0	0	0	23	0	0	0	18	0	0	116	57	0	0	103	0	69	0	0	59	0	0	0	0	0	82	148	0	0	26	0	7
919	Root (88%); Eukaryota (88%); Amorphea (88%); Obazoa (87.2%); Opisthokonta (87.2%); Nucletmycea (84.8%); Fungi (84.8%); Chytridiomycota (78.4%); Incertae Sedis_2 (78.4%); Chytridiomycetes (78.4%); unclassified_Chytridiomycetes (78.4%)	ASV403	333	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	0
920	Root (80.6%); Eukaryota (80.6%); Amorphea (78.3%); Obazoa (78.3%); Opisthokonta (78.3%); Nucletmycea (78.3%); Fungi (78.3%); Dikarya (74%); Ascomycota (72.3%); Pezizomycotina (70.9%); Dothideomycetes (62.9%); Pleosporales (61.6%); unclassified_Pleosporales (61.6%)	ASV404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	273	106	15	0	58	12	15	32	109	0	0	0	0	8
921	Root (100%); Eukaryota (100%); SAR (100%); Rhizaria (100%); Cercozoa (100%); Cercomonadidae (98.1%); Cercomonas (98.1%)	ASV405	7	0	0	23	53	80	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	68	281	0	0	0	0	32
922	Root (96.1%); Eukaryota (96.1%); Amorphea (96.1%); Amoebozoa (96.1%); Tubulinea (96.1%); Arcellinida (96.1%); Echinamoebida (96.1%); Vermamoeba (96.1%)	ASV406	0	0	0	0	0	0	13	14	673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
923	Root (69.2%); Eukaryota (69.2%); unclassified_Eukaryota (69.2%)	ASV407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	645	50	0	0	0	0	0	0	0	0	0	0	0	0
924	Root (60%); unclassified_Root (60%)	ASV408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
925	Root (80.3%); Eukaryota (80.3%); Archaeplastida (78.4%); Chloroplastida (78.4%); Chlorophyta (61.3%); unclassified_Chlorophyta (61.3%)	ASV409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	685	0	0	0	0	0	0	0
926	Root (100%); Eukaryota (100%); Archaeplastida (100%); Chloroplastida (100%); Chlorophyta (99.2%); Trebouxiophyceae (98.4%)	ASV41	93	210	17	88	45	0	101	158	1037	12	0	0	0	106	0	0	25	0	0	6356	13763	0	635	594	66	402	12	21	927	167	0	0	0
927	Root (80.4%); Eukaryota (80.4%); Archaeplastida (79.7%); Chloroplastida (79.7%); Chlorophyta (67.3%); unclassified_Chlorophyta (67.3%)	ASV410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	397	288	0	0	0
928	Root (100%); Eukaryota (100%); Amorphea (100%); Obazoa (100%); Opisthokonta (100%); Nucletmycea (100%); Fungi (100%); Dikarya (97%); Ascomycota (97%); Pezizomycotina (97%); Dothideomycetes (97%); Pleosporales (97%); Pleosporaceae (83%); unclassified_Pleosporaceae (83%)	ASV411	0	0	0	0	0	68	0	0	0	0	0	0	86	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	142	154	91	0	86
929	Root (77.3%); Eukaryota (77.3%); SAR (77.3%); Stramenopiles (77.3%); Peronosporomycetes (76.9%); unclassified_Peronosporomycetes (76.9%)	ASV412	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	30	379	0	0	0	0	0	0	0	0	161	0	0	0	0	0
930	Root (80.5%); Eukaryota (80.5%); Amorphea (80.5%); Obazoa (80.5%); Opisthokonta (80.5%); Holozoa (80.5%); Choanozoa (80.5%); Metazoa (80.5%); Animalia (80.5%); BCP clade (80.5%); Bilateria (80.5%); Protostomia (80.5%); Ecdysozoa (80.5%); Arthropoda (80.5%); Hexapoda (76%); Insecta (76%); Pterygota (76%); Neoptera (76%); unclassified_Neoptera (76%)	ASV413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	652	0	0
931	Root (76%); Eukaryota (76%); Archaeplastida (70.4%); Chloroplastida (70.4%); unclassified_Chloroplastida (70.4%)	ASV414	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	11	0	0	405	0	0	0	0	0	0	15	0	210	0	0	0	0
932	Root (99.6%); Eukaryota (99.6%); Amorphea (99.6%); Obazoa (99.6%); Opisthokonta (99.6%); Nucletmycea (99.6%); Fungi (99.6%); Dikarya (99.6%); Ascomycota (99.6%); Pezizomycotina (99.6%); Dothideomycetes (98.8%); Pleosporales (98.8%); Didymosphaeriaceae (85%); Pseudocamarosporium (80.6%)	ASV416	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	273	93	9	0	0	0	0	41	176	0	0	0	0	23
933	Root (99.7%); Eukaryota (99.7%); Amorphea (99.7%); Obazoa (99.7%); Opisthokonta (99.7%); Nucletmycea (99.7%); Fungi (99.7%); Dikarya (99.7%); Ascomycota (99.7%); Pezizomycotina (99.7%); Dothideomycetes (92.1%); Pleosporales (84.4%); unclassified_Pleosporales (84.4%)	ASV417	0	0	0	0	0	0	0	0	0	0	57	46	65	110	78	0	85	136	35	29	0	0	0	0	0	0	0	0	0	0	0	0	0
934	Root (96.7%); Eukaryota (96.7%); Amorphea (96.7%); Obazoa (96.7%); Opisthokonta (96.7%); Nucletmycea (96.7%); Fungi (96.7%); Dikarya (96.7%); Ascomycota (96.7%); Pezizomycotina (94.2%); Dothideomycetes (68%); unclassified_Dothideomycetes (68%)	ASV418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	450
935	Root (100%); Eukaryota (100%); Amorphea (100%); Obazoa (100%); Opisthokonta (100%); Nucletmycea (100%); Fungi (100%); Dikarya (100%); Ascomycota (100%); Pezizomycotina (100%); Sordariomycetes (100%); Hypocreales (90.7%); unclassified_Hypocreales (90.7%)	ASV419	0	0	0	0	244	61	0	0	0	0	0	0	0	0	0	0	0	0	0	65	68	0	0	30	0	44	30	89	0	0	0	0	0
936	Root (98.3%); Eukaryota (98.3%); Amorphea (98.3%); Obazoa (98.3%); Opisthokonta (98.3%); Nucletmycea (98.3%); Fungi (98.3%); Dikarya (98.3%); Ascomycota (98.3%); Pezizomycotina (98.3%); Dothideomycetes (97.5%); Pleosporales (97.5%); unclassified_Pleosporales (97.5%)	ASV42	506	0	0	316	672	516	106	111	686	0	332	1184	888	541	1593	337	602	1913	246	5906	1432	0	0	272	0	95	1649	937	2063	657	729	0	116
937	Root (95.1%); Eukaryota (95.1%); SAR (95.1%); Stramenopiles (95.1%); Peronosporomycetes (95.1%); unclassified_Peronosporomycetes (95.1%)	ASV420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	162	390	0	0	0	0
938	Root (81.9%); Eukaryota (81.9%); Amorphea (81.9%); Obazoa (81.9%); Opisthokonta (81.9%); Holozoa (81.9%); Choanozoa (81.9%); Metazoa (81.9%); Animalia (81.9%); BCP clade (81.9%); Bilateria (81.9%); Protostomia (81.9%); Ecdysozoa (81.9%); Arthropoda (81.9%); Hexapoda (80.4%); Insecta (80.4%); Pterygota (80.4%); Neoptera (79.8%); Hemiptera (73.3%)	ASV421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	618	0	0	0	0	0	0	0	0	0	0	0	0
939	Root (77.1%); Eukaryota (77.1%); Archaeplastida (74.7%); Chloroplastida (74.7%); Chlorophyta (63.3%); unclassified_Chlorophyta (63.3%)	ASV422	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	585	0	0	0	0	0	0	0	0	0	0	0	0	0
940	Root (88.2%); Eukaryota (88.2%); Amorphea (88.2%); Obazoa (88.2%); Opisthokonta (88.2%); Holozoa (88.2%); Choanozoa (88.2%); Metazoa (88.2%); Animalia (88.2%); BCP clade (88.2%); Bilateria (88.2%); Protostomia (88.2%); Ecdysozoa (88.2%); Arthropoda (88.2%); Hexapoda (78.4%); Insecta (78.4%); Pterygota (78.4%); Neoptera (78.4%); unclassified_Neoptera (78.4%)	ASV423	0	0	0	0	0	0	96	0	0	0	0	17	0	0	0	0	0	504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
941	Root (83.8%); Eukaryota (83.8%); Amorphea (83.8%); Obazoa (83.8%); Opisthokonta (83.8%); Nucletmycea (83%); Fungi (83%); Dikarya (83%); Ascomycota (83%); Pezizomycotina (81.5%); Dothideomycetes (80.1%); Pleosporales (80.1%); unclassified_Pleosporales (80.1%)	ASV424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	131	0	0	35	0	18	80	162	0	0	0	0	0
942	Root (79.4%); Eukaryota (79.4%); Archaeplastida (78.1%); Chloroplastida (78.1%); Charophyta (76.3%); Phragmoplastophyta (73.9%); Streptophyta (71.8%); Embryophyta (71.8%); Bryophyta (69.6%); unclassified_Bryophyta (69.6%)	ASV425	0	0	0	0	0	0	0	0	0	0	19	44	118	85	0	26	0	92	0	99	0	0	0	0	0	79	0	0	35	0	0	8	0
943	Root (99.8%); Eukaryota (99.8%); Amorphea (99.8%); Obazoa (99.8%); Opisthokonta (99.8%); Nucletmycea (99.8%); Fungi (99.8%); Dikarya (99.8%); Ascomycota (99.8%); Pezizomycotina (99.8%); Sordariomycetes (99.8%); Xylariales (94%); unclassified_Xylariales (94%)	ASV426	0	0	0	0	0	0	0	0	0	0	60	41	0	42	0	33	86	87	25	53	0	0	69	28	0	0	31	44	0	0	0	0	0
944	Root (88.4%); Eukaryota (88.4%); Amorphea (88.4%); Obazoa (88.4%); Opisthokonta (88.4%); Nucletmycea (88.4%); Fungi (88.4%); Dikarya (88.4%); Ascomycota (88.4%); Pezizomycotina (88.4%); Dothideomycetes (88.4%); Pleosporales (88.4%); unclassified_Pleosporales (88.4%)	ASV427	0	0	0	0	0	0	0	0	0	0	82	0	0	39	0	7	0	61	18	0	7	0	0	13	0	263	23	11	0	0	0	0	69
945	Root (96.5%); Eukaryota (96.5%); Amorphea (96.5%); Obazoa (96.5%); Opisthokonta (96.5%); Nucletmycea (96.5%); Fungi (96.5%); Dikarya (96.5%); Ascomycota (96.5%); Taphrinomycotina (86.2%); Taphrinomycetes (86.2%); Taphrinales (86.2%); Protomycetaceae (66.2%); Protomyces (66.2%)	ASV428	81	39	23	29	0	29	24	30	13	0	13	11	14	61	0	23	0	0	0	20	0	5	0	0	0	0	13	0	59	56	47	0	0
946	Root (97.1%); Eukaryota (97.1%); Amorphea (97.1%); Obazoa (97.1%); Opisthokonta (97.1%); Nucletmycea (97.1%); Fungi (97.1%); Dikarya (97.1%); Ascomycota (97.1%); Saccharomycotina (94.5%); Saccharomycetes (94.5%); Saccharomycetales (94.5%); unclassified_Saccharomycetales (94.5%)	ASV429	0	0	0	0	0	0	0	0	0	0	0	0	0	589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
947	Root (75.5%); Eukaryota (75.5%); SAR (75.2%); Alveolata (75.2%); Apicomplexa (75.2%); Conoidasida (75.2%); Gregarinasina (75.2%); Eugregarinorida (75.2%); Gregarina (75.2%)	ASV43	0	0	0	0	7	0	0	0	0	0	3482	1451	13194	0	0	0	0	0	0	862	1136	91	1618	0	0	287	735	754	0	7	0	0	0
948	Root (98.9%); Eukaryota (98.9%); Amorphea (98.9%); Obazoa (98.9%); Opisthokonta (98.9%); Nucletmycea (98.9%); Fungi (98.9%); Dikarya (98.9%); Ascomycota (98.9%); Pezizomycotina (98.9%); Dothideomycetes (98.9%); Pleosporales (98.2%); unclassified_Pleosporales (98.2%)	ASV430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	343
949	Root (90.5%); Eukaryota (90.5%); Amorphea (90.5%); Obazoa (90.5%); Opisthokonta (90.5%); Holozoa (90.5%); Choanozoa (90.5%); Metazoa (90.5%); Animalia (90.5%); BCP clade (90.5%); Bilateria (90.5%); Protostomia (90.5%); Ecdysozoa (90.5%); Arthropoda (90.5%); Hexapoda (90.5%); Insecta (90.5%); Pterygota (90.5%); Neoptera (90.5%); Diptera (90.5%)	ASV431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	583	0	0	0	0	0	0
950	Root (88.8%); Eukaryota (88.8%); SAR (88.8%); Alveolata (88.8%); Ciliophora (88.8%); Intramacronucleata (88.8%); Spirotrichea (88.8%); Hypotrichia (79.6%); unclassified_Hypotrichia (79.6%)	ASV432	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
951	Root (98.5%); Eukaryota (98.5%); Amorphea (98.5%); Obazoa (98.5%); Opisthokonta (98.5%); Nucletmycea (98.5%); Fungi (98.5%); Dikarya (97.8%); Ascomycota (97.8%); Pezizomycotina (97.8%); Eurotiomycetes (91.9%); Chaetothyriales (91.9%); Cyphellophoraceae (75.4%); Cyphellophora (75.4%)	ASV433	0	0	0	0	0	0	0	0	0	0	14	0	21	67	0	50	0	28	51	48	28	0	0	52	0	12	53	22	0	79	43	0	0
952	Root (70.1%); Eukaryota (70.1%); SAR (67.5%); Rhizaria (67.5%); Cercozoa (67.5%); unclassified_Cercozoa (67.5%)	ASV434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	513	47	0	0	0	0	0	0	0	0	0	0	0	0
953	Root (94.1%); Eukaryota (94.1%); SAR (94.1%); Alveolata (94.1%); Ciliophora (94.1%); Intramacronucleata (94.1%); Conthreep (94.1%); Prostomatea (92.6%); Cryptocaryon (88.4%)	ASV435	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	446	99	0	0	0	0	0	0
954	Root (94.2%); Eukaryota (94.2%); SAR (94.2%); Stramenopiles (94.2%); Hyphochytriomycetes (89%); Hyphochytriales (89%); Hyphochytrium (64.7%)	ASV436	336	6	0	0	0	0	19	10	0	0	0	0	0	0	0	11	42	0	0	15	4	0	0	0	32	37	0	0	27	0	0	5	6
955	Root (96.8%); Eukaryota (96.8%); Amorphea (96.8%); Obazoa (96.8%); Opisthokonta (96.8%); Nucletmycea (96.8%); Fungi (96.8%); Dikarya (96.8%); Ascomycota (96.8%); Pezizomycotina (96.8%); Dothideomycetes (93.7%); Pleosporales (93.7%); Cucurbitariaceae (76.2%); Pyrenochaeta (74.1%)	ASV437	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	57	14	0	453	0	0	0	17	0	0	0	0	0	0	0	0	0
956	Root (64.3%); Eukaryota (64.3%); unclassified_Eukaryota (64.3%)	ASV438	0	0	0	0	0	0	0	0	0	0	0	0	0	549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
957	Root (100%); Eukaryota (100%); Amorphea (100%); Obazoa (100%); Opisthokonta (100%); Holozoa (100%); Choanozoa (100%); Metazoa (100%); Animalia (100%); BCP clade (100%); Bilateria (100%); Protostomia (100%); Ecdysozoa (100%); Tardigrada (100%); Eutardigrada (100%); Parachela (100%)	ASV439	0	0	0	8	0	7	0	0	0	0	0	0	0	0	0	74	248	0	0	0	0	0	0	0	141	0	0	0	0	0	0	46	24
958	Root (100%); Eukaryota (100%); Amorphea (100%); Obazoa (100%); Opisthokonta (100%); Nucletmycea (100%); Fungi (100%); Dikarya (100%); Ascomycota (100%); Pezizomycotina (100%); Dothideomycetes (87.1%); Dothideales (76.3%); unclassified_Dothideales (76.3%)	ASV44	103	356	29	67	168	225	0	31	103	17	502	1702	3187	496	692	558	106	822	433	2307	904	104	89	252	50	224	1912	681	24	45	156	2097	4443
